ID,IID,Title,Description,Type,URL,State,Confidential,Locked,Milestone,Labels,Author,Author Username,Assignee,Assignee Username,Created At (UTC),Updated At (UTC),Closed At (UTC),Due Date,Start Date,Parent ID,Parent IID,Parent Title,Time Estimate,Time Spent,Weight
191122616,58,Bug : Les filtres de recherche ne fonctionnent pas du tout en mode hors-ligne,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Les filtres de recherche (par texte, par tag) doivent s'exécuter localement sur IndexedDB en l'absence de réseau.

### ⚠️ Comportement observé
Le champ de recherche est bloqué ou renvoie une erreur 'Connexion impossible' car il tente d'appeler l'API de recherche du backend plutôt que de filtrer le tableau en mémoire locale.

### 🔄 Étapes de reproduction
1. Passer hors-ligne
2. Taper un mot dans la barre de recherche

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/58,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::Medium, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:06,2026-05-27 13:27:06,,,,,,,,,
191122617,59,Bug : Fuite de mémoire lors de l'ouverture répétée de tâches hors-ligne,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
La mémoire consommée par l'application doit rester stable sous la barre des 200 Mo.

### ⚠️ Comportement observé
Chaque ouverture de tâche hors-ligne charge des données IndexedDB en mémoire sans jamais les libérer, faisant monter la RAM de l'onglet à plus d'1,5 Go et finissant par faire crasher le navigateur.

### 🔄 Étapes de reproduction
1. Se déconnecter
2. Ouvrir et fermer successivement 50 tâches différentes
3. Surveiller l'utilisation mémoire dans le gestionnaire de tâches Chrome

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/59,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::High, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:07,2026-05-27 13:27:07,,,,,,,,,
191122619,60,US : Stockage hors-ligne sécurisé des données sensibles (chiffrement IndexedDB),"### 👤 Rôle utilisateur
**En tant que** responsable sécurité (CISO)
**Je souhaite** m'assurer que toutes les données du projet stockées localement dans IndexedDB sont chiffrées avec une clé unique
**Afin de** protéger la propriété intellectuelle de notre entreprise si l'ordinateur portable d'un collaborateur est volé

### 📋 Critères d'acceptation (Gherkin / Règles)
- Chiffrement AES-GCM 256 bits des données textuelles stockées localement
- La clé de déchiffrement est dérivée du mot de passe de session et n'est jamais stockée en clair

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/60,Open,No,No,Sprint 8,"Feature::B - Offline, Priority::Medium, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:08,2026-05-27 13:27:08,,,,,,,,,
191122621,61,US : Synchronisation manuelle par geste (Pull-to-refresh) sur mobile/tablette,"### 👤 Rôle utilisateur
**En tant que** utilisateur mobile
**Je souhaite** faire glisser l'écran vers le bas pour forcer la vérification et la synchronisation des tâches
**Afin de** déclencher la mise à jour des données quand je sais que je viens de retrouver une bonne connexion

### 📋 Critères d'acceptation (Gherkin / Règles)
- Geste tactile fluide avec animation de spinner standard
- Message clair 'Synchronisation en cours...' puis 'Données à jour'

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/61,Open,No,No,Sprint 8,"Feature::B - Offline, Priority::Low, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:09,2026-05-27 13:27:09,,,,,,,,,
191122622,62,Bug : Le badge hors-ligne reste affiché même après reconnexion réussie (Safari uniquement),"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Dès que le réseau est de retour, la bannière jaune hors-ligne doit disparaître instantanément sur tous les navigateurs.

### ⚠️ Comportement observé
Sur Safari (macOS et iOS), l'événement `online` n'est pas intercepté correctement et la bannière jaune reste affichée indéfiniment bien que l'utilisateur soit connecté et que les tâches se synchronisent en tâche de fond.

### 🔄 Étapes de reproduction
1. Ouvrir l'application sur Safari
2. Couper le réseau (bannière s'affiche)
3. Remettre le réseau
4. La bannière reste à l'écran

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/62,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::Medium, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:10,2026-05-27 13:27:10,,,,,,,,,
191122623,63,Spike : Outils de visualisation de données et graphiques,"### 🔍 Objectif d'étude & recherche
Comparer Chart.js, Recharts (React-friendly) et D3.js pour l'intégration de graphiques interactifs de vélocité, d'allocation de ressources et de burn-down chart.

### 📦 Livrables attendus
- POC de graphiques interactifs avec support du Dark Mode
- Choix : Recharts pour sa réactivité et sa structure de composants React déclaratifs",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/63,Closed,No,No,,"Feature::D - Dashboard, Priority::Medium, Type::Spike",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:11,2026-05-27 13:27:12,2026-05-27 13:27:12,,,,,,,,
191122626,64,US : Layout principal du Dashboard exécutif (grille responsive),"### 👤 Rôle utilisateur
**En tant que** dirigeant de PME
**Je souhaite** accéder à un écran 'Dashboard exécutif' structuré en grille avec des indicateurs clés (tâches, temps, budgets)
**Afin de** avoir une vue d'ensemble instantanée de la santé de nos projets

### 📋 Critères d'acceptation (Gherkin / Règles)
- Grille responsive s'adaptant parfaitement aux écrans desktop, PC portables et tablettes
- Temps de chargement initial de la page < 300ms

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/64,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:13,2026-05-27 13:27:14,2026-05-27 13:27:14,,,,,,,,
191122629,65,US : Afficher le KPI 'Nombre de tâches en cours et terminées' sous forme de graphique,"### 👤 Rôle utilisateur
**En tant que** manager
**Je souhaite** visualiser la répartition de nos tâches par statut (A faire, En cours, En QA, Terminé) sous forme d'un graphique à barres
**Afin de** identifier d'éventuels goulets d'étranglement dans notre flux de travail

### 📋 Critères d'acceptation (Gherkin / Règles)
- Légende claire et couleurs harmonieuses avec notre charte graphique
- Tooltip interactif affichant le nombre exact au survol de la barre

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/65,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:15,2026-05-27 13:27:16,2026-05-27 13:27:16,,,,,,,,
191122630,66,US : Afficher le KPI 'Vitesse de l'équipe' pour les projets Scrum,"### 👤 Rôle utilisateur
**En tant que** Product Owner
**Je souhaite** consulter le graphique de vélocité sprint par sprint (points planifiés vs points réellement terminés)
**Afin de** prévoir la date de fin de nos fonctionnalités de manière réaliste lors du sprint planning

### 📋 Critères d'acceptation (Gherkin / Règles)
- Historique des 5 derniers sprints affichés en abscisses
- Double barre par sprint (Prévu / Réalisé)

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/66,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:17,2026-05-27 13:27:17,2026-05-27 13:27:17,,,,,,,,
191122633,67,US : Afficher le KPI 'Allocation du temps' sous forme de camembert,"### 👤 Rôle utilisateur
**En tant que** dirigeant
**Je souhaite** voir la répartition de nos efforts par type d'activité (Développement, Maintenance, Bugs, Management)
**Afin de** m'assurer que l'équipe passe bien 80% de son temps sur de la valeur et non sur de la correction de bugs

### 📋 Critères d'acceptation (Gherkin / Règles)
- Graphique Donut (camembert évidé) dynamique
- Possibilité de filtrer et masquer des catégories en cliquant sur la légende

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/67,Closed,No,No,,"Feature::D - Dashboard, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:18,2026-05-27 13:27:20,2026-05-27 13:27:19,,,,,,,,
191122635,68,Bug : Le layout du dashboard s'effondre sur les résolutions intermédiaires (tablettes),"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le dashboard exécutif doit utiliser CSS Grid et Flexbox pour réorganiser les widgets proprement sur tablette.

### ⚠️ Comportement observé
Les widgets se chevauchent ou dépassent de l'écran sur les résolutions d'iPad (768px - 1024px), rendant les graphiques illisibles.

### 🔄 Étapes de reproduction
1. Ouvrir le dashboard
2. Passer le navigateur en émulation iPad sur Chrome DevTools
3. Constater la casse visuelle

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/68,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:20,2026-05-27 13:27:21,2026-05-27 13:27:21,,,,,,,,
191122639,69,US : Filtrer le dashboard par projet ou par membre de l'équipe,"### 👤 Rôle utilisateur
**En tant que** chef de projet
**Je souhaite** filtrer tous les graphiques du dashboard exécutif pour un projet spécifique ou un collaborateur en un clic
**Afin de** isoler les performances d'une équipe ou d'un sujet précis

### 📋 Critères d'acceptation (Gherkin / Règles)
- Sélecteur dropdown multi-sélection en haut du dashboard
- Mise à jour instantanée sans rechargement de page (Single Page App)

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/69,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:22,2026-05-27 13:27:24,2026-05-27 13:27:24,,,,,,,,
191122641,70,"US : Filtrer le dashboard par période temporelle (Semaine, Mois, Trimestre)","### 👤 Rôle utilisateur
**En tant que** directeur
**Je souhaite** sélectionner une plage de dates personnalisée pour analyser les données de performance de notre trimestre
**Afin de** faire des bilans trimestriels pour le comité de direction

### 📋 Critères d'acceptation (Gherkin / Règles)
- Sélecteur de date avec boutons raccourcis ('Ce mois', 'Dernier trimestre', 'Cette année')
- Validation des dates de fin antérieures aux dates de début

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/70,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:25,2026-05-27 13:27:26,2026-05-27 13:27:26,,,,,,,,
191122642,71,Bug : Les graphiques ne se rafraîchissent pas lors du changement de filtre,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Changer un filtre (ex: passer de projet A à projet B) doit déclencher une nouvelle requête API et redessiner les graphiques.

### ⚠️ Comportement observé
Les données de l'API sont bien récupérées en tâche de fond mais l'état React (state) ne se met pas à jour car les composants Recharts conservent des données obsolètes en cache de rendu.

### 🔄 Étapes de reproduction
1. Ouvrir le dashboard
2. Changer le filtre Projet
3. Constater que les graphiques ne bougent pas

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/71,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:27,2026-05-27 13:27:27,2026-05-27 13:27:27,,,,,,,,
191122645,72,US : Afficher un graphique de Burn-up et Burn-down pour le sprint actif,"### 👤 Rôle utilisateur
**En tant que** Scrum Master
**Je souhaite** consulter la courbe de tendance idéale (ligne droite de brûlage des points) face à notre courbe réelle de progression
**Afin de** anticiper si l'équipe va réussir à tenir ses engagements avant la fin du sprint

### 📋 Critères d'acceptation (Gherkin / Règles)
- Ligne de tendance idéale calculée dynamiquement selon la durée du jalon
- Mise à jour quotidienne automatique des points terminés

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/72,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:28,2026-05-27 13:27:29,2026-05-27 13:27:29,,,,,,,,
191122646,73,US : Afficher les tâches en retard directement sur le dashboard,"### 👤 Rôle utilisateur
**En tant que** manager
**Je souhaite** voir une liste condensée des 5 tâches les plus en retard avec le nombre de jours de dépassement et le responsable
**Afin de** relancer les bonnes personnes en un coup d'œil sans chercher dans tout le backlog

### 📋 Critères d'acceptation (Gherkin / Règles)
- Calcul de retard basé sur la date du jour et la date d'échéance non cochée
- Bouton d'action rapide pour notifier le responsable

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/73,Closed,No,No,,"Feature::D - Dashboard, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:30,2026-05-27 13:27:31,2026-05-27 13:27:30,,,,,,,,
191122649,74,Bug : Problème de performance lors du calcul de la vélocité sur plus de 10 projets,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le chargement du dashboard exécutif complet doit se faire en moins de 500ms, même si l'organisation possède 50 projets.

### ⚠️ Comportement observé
L'API backend met plus de 8 secondes à répondre car elle effectue des requêtes SQL imbriquées non optimisées (N+1 queries) dans une boucle pour calculer l'historique de chaque projet.

### 🔄 Étapes de reproduction
1. Se connecter avec un compte possédant 15 projets actifs
2. Ouvrir le dashboard exécutif

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/74,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:31,2026-05-27 13:27:34,2026-05-27 13:27:34,,,,,,,,
191122653,75,US : Exporter le dashboard exécutif au format PDF pour les réunions,"### 👤 Rôle utilisateur
**En tant que** dirigeant de PME
**Je souhaite** cliquer sur un bouton 'Télécharger en PDF' pour générer un rapport imprimable propre contenant tous nos graphiques
**Afin de** l'imprimer ou l'envoyer comme pièce jointe pour préparer nos comités stratégiques

### 📋 Critères d'acceptation (Gherkin / Règles)
- Feuille de style CSS `@media print` dédiée pour masquer la barre de navigation et formater le layout en format A4 paysage
- Rendu vectoriel net des graphiques et des textes

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/75,Closed,No,No,,"Feature::D - Dashboard, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:35,2026-05-27 13:27:35,2026-05-27 13:27:35,,,,,,,,
191122656,76,US : Envoyer un rapport PDF du dashboard par email de manière hebdomadaire,"### 👤 Rôle utilisateur
**En tant que** dirigeant
**Je souhaite** s'abonner à un envoi automatique par email chaque vendredi à 17h00 contenant le PDF du dashboard de performance
**Afin de** prendre connaissance des résultats de la semaine durant le week-end sans me connecter à la plateforme

### 📋 Critères d'acceptation (Gherkin / Règles)
- Planificateur de tâches (cron) robuste
- Envoi d'un email propre avec pièce jointe PDF valide

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/76,Closed,No,No,,"Feature::D - Dashboard, Priority::Low, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:36,2026-05-27 13:27:37,2026-05-27 13:27:37,,,,,,,,
191122658,77,Bug : Les graphiques sont coupés en deux lors de l'export PDF sur Safari,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le PDF doit respecter le découpage naturel des pages A4 et ne jamais couper un graphique Recharts au milieu.

### ⚠️ Comportement observé
Sur le navigateur Safari, l'export PDF coupe sauvagement le graphique de vélocité en plein milieu, affichant la moitié haute en page 1 et la moitié basse en page 2.

### 🔄 Étapes de reproduction
1. Utiliser Safari sur macOS
2. Aller sur le dashboard
3. Cliquer sur 'Exporter en PDF'
4. Ouvrir le PDF généré

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/77,Closed,No,No,,"Feature::D - Dashboard, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:37,2026-05-27 13:27:42,2026-05-27 13:27:39,,,,,,,,
191122663,78,US : Personnaliser l'ordre et la disposition des widgets sur le dashboard,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** glisser et déposer les différents graphiques du dashboard pour réorganiser leur disposition selon mes préférences
**Afin de** mettre en valeur les indicateurs qui comptent le plus pour mon rôle spécifique

### 📋 Critères d'acceptation (Gherkin / Règles)
- Grille de type React Grid Layout persistée dans les préférences utilisateur locales
- Bouton 'Réinitialiser la disposition' pour revenir au layout par défaut

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/78,Closed,No,No,,"Feature::D - Dashboard, Priority::Low, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:43,2026-05-27 13:27:43,2026-05-27 13:27:43,,,,,,,,
191122664,79,US : Widget d'analyse prédictive de date de fin de projet,"### 👤 Rôle utilisateur
**En tant que** chef de projet
**Je souhaite** voir une estimation de la date d'achèvement de mon projet calculée intelligemment par l'application en fonction de notre rythme actuel
**Afin de** alerter mes clients très en amont en cas de dérive de planning

### 📋 Critères d'acceptation (Gherkin / Règles)
- Algorithme basé sur la vélocité moyenne des 3 derniers sprints et le nombre de points restants dans le backlog
- Affichage d'une jauge de confiance (Optimiste, Réaliste, Pessimiste)

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/79,Open,No,No,Sprint 7,"Feature::D - Dashboard, Priority::Medium, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:44,2026-05-27 13:27:44,,,,,,,,,
191122667,80,US : Widget de suivi budgétaire du projet (Coûts réels vs Budget alloué),"### 👤 Rôle utilisateur
**En tant que** dirigeant de PME
**Je souhaite** saisir un budget financier pour mon projet et voir l'évolution des coûts réels cumulés (basés sur le coût horaire des ressources)
**Afin de** contrôler notre rentabilité financière en temps réel

### 📋 Critères d'acceptation (Gherkin / Règles)
- Champ de saisie 'Budget initial du projet'
- Graphique linéaire comparant la courbe de budget cible et la courbe de dépenses réelles

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/80,Open,No,No,Sprint 7,"Feature::D - Dashboard, Priority::High, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:46,2026-05-27 13:27:46,,,,,,,,,
191122669,81,Bug : Erreur 500 lors du chargement du dashboard si un projet n'a aucune tâche créée,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le dashboard doit afficher un état vide propre ('Aucune tâche à afficher') s'il n'y a pas encore de données à analyser.

### ⚠️ Comportement observé
L'API backend crashe avec une division par zéro (`NaN` / `ZeroDivisionError`) lors du calcul de la vélocité moyenne sur un projet vide, renvoyant une erreur 500.

### 🔄 Étapes de reproduction
1. Créer un tout nouveau projet vierge
2. Ouvrir immédiatement son dashboard exécutif

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/81,Open,No,No,Sprint 7,"Feature::D - Dashboard, Priority::High, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:46,2026-05-27 13:27:46,,,,,,,,,
191122671,82,US : Exporter les données brutes des graphiques au format CSV / Excel,"### 👤 Rôle utilisateur
**En tant que** Data Analyst
**Je souhaite** télécharger un fichier CSV contenant toutes les valeurs chiffrées des graphiques pour les retravailler dans Excel
**Afin de** effectuer des analyses financières ou de performance poussées et personnalisées

### 📋 Critères d'acceptation (Gherkin / Règles)
- Bouton de téléchargement Excel/CSV sur chaque widget individuel
- Formatage propre des dates et des nombres décimaux

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/82,Open,No,No,Sprint 8,"Feature::D - Dashboard, Priority::Medium, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:47,2026-05-27 13:27:47,,,,,,,,,
191122672,83,Bug : Fuite de mémoire lors du changement rapide de filtres dans le dashboard,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Changer répétitivement de filtres ne doit pas augmenter de manière anormale la consommation de RAM de l'onglet.

### ⚠️ Comportement observé
Chaque rendu de graphique Recharts lors d'un filtrage laisse des écouteurs d'événements de redimensionnement de fenêtre orphelins (window resize listeners), provoquant une fuite de mémoire de 15 Mo par clic.

### 🔄 Étapes de reproduction
1. Ouvrir le dashboard
2. Cliquer rapidement 30 fois sur différents projets dans le filtre
3. Constater l'envolée de l'usage mémoire

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/83,Open,No,No,Sprint 7,"Feature::D - Dashboard, Priority::High, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:48,2026-05-27 13:27:48,,,,,,,,,
191122673,84,US : Widget de flux cumulé (Cumulative Flow Diagram) pour les projets Kanban,"### 👤 Rôle utilisateur
**En tant que** coach agile
**Je souhaite** consulter un graphique de flux cumulé affichant l'empilement des tâches dans chaque colonne Kanban au fil du temps
**Afin de** analyser la stabilité de notre flux de travail et détecter les goulets d'étranglement structurels

### 📋 Critères d'acceptation (Gherkin / Règles)
- Graphique à aires empilées (Stacked Area Chart) historique
- Option pour masquer ou afficher certaines colonnes dans l'aire

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/84,Open,No,No,Sprint 8,"Feature::D - Dashboard, Priority::Low, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:49,2026-05-27 13:27:49,,,,,,,,,
191122677,85,Spike : Analyse des API Jira Cloud REST et protocole OAuth 2.0,"### 🔍 Objectif d'étude & recherche
Étudier la documentation technique d'Atlassian Jira REST API v3, comprendre le cycle d'autorisation par jetons OAuth 2.0 (3-legged OAuth) et les limitations de requêtes par minute (Rate Limits).

### 📦 Livrables attendus
- POC d'authentification et récupération de la liste des projets Jira
- Rapport de cadrage sur la sécurité des tokens clients",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/85,Closed,No,No,,"Feature::E - Jira, Priority::High, Type::Spike",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:50,2026-05-27 13:27:51,2026-05-27 13:27:51,,,,,,,,
